SNID,redshift_hel,redshift_HD,expected_distance,measured_distance,discrepancy,PV
2004ap,0.02403,0.02518,102.91446808199998,107.83962989199999,4.925161810000006,1
2004fu,0.009216,0.00965,39.4698184704,41.32853171,1.8587132396000001,-292
2004K,0.036132,0.03671,154.7443013208,157.219730474,2.475429153199997,79
2005dv,0.010145,0.0115,43.448492662999996,49.251618099999995,5.8031254369999985,-332
2005ew,0.00906,0.0084,38.801709564,35.97509496,-2.8266146039999995,52
2005ke,0.00488,0.00472,20.899817071999998,20.214577167999998,-0.6852399039999995,-68
2005ls,0.021205,0.02218,90.815701027,94.99138169199999,4.175680664999987,-468
2006ah,0.05305,0.05419,227.19985566999998,232.082189986,4.882334316000026,-34
2006al,0.067802,0.06886,290.3789748188,294.910123684,4.531148865200009,60
2006an,0.064,0.06486,274.0959616,277.779126084,3.683164483999974,94
2006B,0.016358,0.01534,70.0572146852,65.697375796,-4.359838889199992,-31
2006bd,0.025511,0.02746,109.25721994339999,117.60429852399999,8.347078580599998,-242
2006bk,0.049369,0.05006,211.4350551286,214.394434964,2.9593798354,-68
2006br,0.024679,0.02649,105.69397244259999,113.450031606,7.7560591634000104,-246
2006bu,0.084,0.08478,359.7509496,363.0914941319999,3.3405445319999103,59
2006bz,0.028115,0.0305,120.40949938099999,130.62385669999998,10.214357318999987,-429
2006cc,0.032956,0.03408,141.14228922639998,145.95609955199998,4.813810325600002,-287
2006cg,0.027907,0.03022,119.5186875058,129.424686868,9.905999362200006,-411
2006cj,0.067708,0.06865,289.9763963752,294.01074631,4.034349934799991,2
2006cm,0.016331,0.01574,69.94158045139999,67.410475556,-2.5311048953999915,-149
2006cs,0.023742,0.024,101.68103625479999,102.78598559999999,1.1049493451999979,132
2006em,0.019227,0.01991,82.3444227138,85.269540554,2.925117840200002,-411
2006H,0.01445,0.01271,61.88572882999999,54.433744874,-7.451983955999992,363
2006ha,0.030843,0.02981,132.09283974419998,127.66875961399998,-4.424080130199997,-66
2006hn,0.017349,0.01833,74.30141934059999,78.50279650199998,4.201377161399989,-247
2006je,0.037903,0.03819,162.3290505082,163.558199586,1.2291490778000025,-343
2006ke,0.017179,0.01828,73.5733519426,78.28865903200001,4.715307089400014,-338
2006le,0.017439,0.01854,74.68686678659999,79.402173876,4.715307089400014,-371
2006lf,0.013189,0.0125,56.48518183659999,53.5343675,-2.95081433659999,134
2006mq,0.003199,0.00352,13.700515330599998,15.075277887999999,1.3747625574000004,150
2006or,0.02098,0.02129,89.85208241199999,91.17973472599999,1.3276523140000052,198
2006os,0.032843,0.03294,140.65833854419998,141.07376523599999,0.4154266918000076,-239
2006X,0.00525,0.00664,22.48443435,28.437456016,5.953021665999998,-91
2007au,0.020158,0.02153,86.33166240519999,92.207594582,5.875932176800006,-318
2007ax,0.006683,0.00804,28.621614240199996,34.433305176000005,5.811690935800009,-171
2007bm,0.006218,0.00727,26.630135769199995,31.135588138000003,4.505452368800007,55
2007bz,0.022194,0.02212,95.05134018359999,94.734416728,-0.3169234555999907,307
2007cg,0.0332,0.03299,142.18728008,141.28790270599998,-0.8993773740000108,357
2007cp,0.036469,0.03687,156.1875878686,157.904970378,1.7173825094000108,222
2007H,0.0426,0.04366,182.44512443999997,186.984838804,4.5397143640000195,-18
2007N,0.012879,0.01306,55.157529522599994,55.932707164,0.7751776414000062,282
2007S,0.013856,0.01509,59.3417756864,64.626688446,5.2849127596000045,-18
2004ef,0.031011,0.03012,132.8123416434,128.996411928,-3.815929715400017,-100
2005be,0.033557,0.03416,143.71622161579998,146.29871950400002,2.582497888200038,2
2005eq,0.028952,0.02826,123.99416062879999,121.030498044,-2.963662584799991,23
2005iq,0.034043,0.03341,145.79763782419997,143.086657454,-2.7109803701999624,-142
2005M,0.02484,0.02598,106.38349509599999,111.26582941199999,4.882334315999998,-42
2006is,0.0314,0.03071,134.47833115999998,131.523234074,-2.955097085999995,228
2009dc,0.021468,0.02137,91.9420641192,91.522354678,-0.4197094411999984,123
2008fv,0.00938,0.01044,40.172189372,44.711903736,4.539714363999998,-256
1997bq,0.00938,0.01044,40.172189372,44.711903736,4.539714363999998,-256
2010ai,0.018267,0.01826,78.23298328979999,78.203004044,-0.029979245799992782,271
2002fb,0.01529,0.01391,65.48323832599999,59.573044153999994,-5.910194171999997,161
2002hd,0.030488,0.03134,130.5724637072,134.221366196,3.6489024887999904,58
2002hu,0.0367,0.03705,157.17690298,158.67586526999997,1.4989622899999802,-327
2003ic,0.055359,0.0541,237.08872403459998,231.69674253999997,-5.391981494600003,32
2003it,0.025057,0.02488,107.3128517158,106.55480507199998,-0.7580466438000144,-285
2003iv,0.03426,0.03491,146.72699444399998,149.51078155399998,2.7837871099999916,-406
2003kc,0.033162,0.03479,142.02453560279997,148.996851626,6.9723160232000225,-201
2004as,0.031394,0.03296,134.45263466359998,141.159420224,6.7067855604000215,-136
2003U,0.028223,0.02895,120.8720363162,123.98559513000001,3.1135588138000116,-259
2003W,0.020067,0.0211,85.9419322098,90.36601234,4.424080130199997,15
2004bg,0.021035,0.02234,90.087633629,95.67662159599999,5.588987966999994,-57
2004L,0.032293,0.03373,138.3028263742,144.457137262,6.154310887799994,-83
2005el,0.01483,0.01498,63.513173601999995,64.155586012,0.6424124100000057,-46
2005am,0.007899,0.00897,33.829437510599995,38.416262118,4.586824607400004,3
2005kc,0.01509,0.01442,64.62668844599999,61.757246348,-2.869442097999986,-167
2005cf,0.00643,0.00708,27.538078642,30.321865751999997,2.7837871099999987,-21
2005lz,0.044341,0.04463,189.90139114539997,191.13910572199998,1.2377145766000126,-322
2005eu,0.03449,0.03516,147.71202680599998,150.581468904,2.8694420980000075,-428
2005mz,0.017559,0.01593,75.2007967146,68.22419794199999,-6.976598772600013,322
2005hf,0.04311,0.04303,184.629326634,184.286706682,-0.34261995200000683,-280
2005ki,0.019458,0.02035,83.33373782519999,87.15395029,3.820212464800008,88
2005ms,0.025215,0.02669,107.989526121,114.30658148599998,6.317055364999987,-217
2005mc,0.025149,0.02626,107.7068646606,112.464999244,4.758134583399993,-84
2005na,0.026322,0.02694,112.7305297068,115.37726883599998,2.646739129199986,-26
2006ac,0.023094,0.02432,98.9058146436,104.156465408,5.250650764400007,-107
2005lu,0.032189,0.0317,137.8574204366,135.76315598,-2.0942644566000013,-63
2006ar,0.022491,0.02334,96.3233167554,99.95937099599999,3.6360542405999894,-137
2006ak,0.037892,0.04006,162.2819402648,171.56694096399997,9.28500069919997,-325
2006bb,0.024714,0.02605,105.84386867159999,111.56562187,5.721753198400009,-208
2006ax,0.016495,0.01747,70.64395135299999,74.819632018,4.175680665000002,81
2006az,0.031083,0.03206,133.1206996002,137.304945764,4.1842461637999975,-124
2006cp,0.022289,0.02239,95.45820137659999,95.890759066,0.4325576894000136,278
2006bq,0.02191,0.0219,93.83503935399999,93.79221186,-0.04282749399999375,-132
2006bt,0.032082,0.03121,137.3991662508,133.664608774,-3.7345574768000063,349
2006bw,0.029962,0.03132,128.31973752279998,134.13571120799998,5.815973685199992,-167
2006cf,0.041461,0.04268,177.56707287339998,182.787744392,5.220671518600028,-130
2006cz,0.0418,0.0428,179.01892491999996,183.30167432,4.282749400000029,-72
2006cq,0.048442,0.04944,207.46494643479997,211.739130336,4.2741839012000185,-45
2006D,0.00853,0.00925,36.531852382,39.615431949999994,3.0835795679999976,121
2006en,0.031981,0.03162,136.9666085614,135.42053602800001,-1.546072533399979,-236
2006et,0.022639,0.02209,96.9571636666,94.60593424599999,-2.3512294206000064,-132
2006eu,0.023586,0.02294,101.01292734839998,98.24627123599998,-2.7666561123999998,-9
2006ef,0.017812,0.01734,76.2843323128,74.262874596,-2.0214577168000005,-118
2006ej,0.02038,0.02023,87.28243277199999,86.640020362,-0.6424124099999915,-286
2006ev,0.028733,0.0281,123.0562385102,120.34525814,-2.710980370200005,-149
2006gj,0.028293,0.02803,121.17182877419998,120.04546568199999,-1.1263630921999948,-96
2006gr,0.03467,0.03428,148.48292169799998,146.81264943199997,-1.670272266000012,-221
2006gt,0.044799,0.04464,191.86289037059998,191.18193321599998,-0.6809571546000086,-283
2006hb,0.014957,0.01518,64.0570827758,65.01213589199999,0.9550531161999913,-62
2006kf,0.020037,0.01947,85.81344972779999,83.38513081800001,-2.4283189097999838,23
2006mp,0.023,0.02256,98.50323619999999,96.618826464,-1.884409735999995,97
2006mo,0.037186,0.03702,159.25831918839998,158.547382788,-0.7109364003999872,-249
2006ot,0.0531,0.05202,227.41399314,222.78862378799997,-4.625369352000035,86
2006qo,0.029704,0.03072,127.2147881776,131.566061568,4.35127339040001,-198
2006S,0.03224,0.03393,138.07584065599997,145.31368714200002,7.237846486000052,-240
2006sr,0.02425,0.02388,103.85667294999999,102.272055672,-1.584617277999996,-238
2006td,0.015881,0.0145,68.0143432214,62.0998663,-5.914476921399995,161
2006N,0.014277,0.0149,61.1448131838,63.81296606,2.668152876200004,-187
2006te,0.031548,0.0329,135.1121780712,140.90245525999998,5.79027718879999,-227
2007ae,0.064992,0.06533,278.34444900479997,279.792018302,1.4475692972000047,-135
2007af,0.005524,0.00625,23.657907685599998,26.76718375,3.109276064400003,32
2007al,0.012175,0.01334,52.142473945,57.131876995999995,4.9894030509999965,-1
2007ap,0.01565,0.01593,67.02502811,68.22419794199999,1.1991698319999955,19
2007ai,0.031762,0.0326,136.0286864428,139.61763043999997,3.5889439971999764,-141
2007ar,0.052792,0.05352,226.09490632479998,229.212747888,3.1178415632000167,-85
2007ba,0.03805,0.03923,162.95861467,168.012258962,5.053644292000001,-171
2007bc,0.020752,0.02131,88.8756155488,91.265389714,2.389774165199995,163
2007bd,0.03044,0.0312,130.36689173599999,133.62178128,3.254889544000008,63
2007ca,0.014066,0.01442,60.241153060399995,61.757246348,1.5160932876000075,197
2007ci,0.017954,0.01785,76.8924827276,76.44707679,-0.44540593760000036,357
2007O,0.036158,0.03708,154.8556528052,158.804347752,3.9486949468000034,-155
2007co,0.026962,0.02731,115.4714893228,116.961886114,1.4903967911999985,-222
2007cq,0.02604,0.0251,111.522794376,107.49700994,-4.025784435999995,-84
2007F,0.023619,0.02417,101.1542580786,103.514052998,2.3597949194000023,10
2007qe,0.02396,0.02357,102.61467562399999,100.944403358,-1.6702722659999836,-227
2007R,0.030805,0.03174,131.93009526699998,135.934465956,4.004370689000012,-140
2007sr,0.005417,0.00571,23.199653499799997,24.454499073999997,1.2548455742000009,266
2008af,0.033423,0.03403,143.14233319619998,145.74196208199996,2.599628885799973,2
2008bf,0.022615,0.02381,96.85437768099999,101.97226321400001,5.11788553300002,-30
2008L,0.01928,0.02033,82.57140843199998,87.068295302,4.4968868700000115,-471
2004dt,0.019418,0.01935,83.1624278492,82.87120088999998,-0.2912269592000172,-249
2004eo,0.015464,0.01513,66.22843672159999,64.79799842199999,-1.4304382995999987,-189
2004ey,0.015834,0.01527,67.8130539996,65.397583338,-2.415470661599997,-176
2004gc,0.03192,0.03267,136.70536084799997,139.91742289799998,3.2120620500000143,-206
2005A,0.01915,0.0186,82.01465101,79.65913883999998,-2.3555121700000115,-73
2004gu,0.045587,0.04664,195.2376968978,199.747432016,4.5097351182000125,19
2004gs,0.027399,0.02857,117.34305081059999,122.358150358,5.015099547400013,-80
2005ag,0.079547,0.08009,340.6798665218,343.00539944599996,2.3255329241999334,42
2005al,0.0124,0.01192,53.10609255999999,51.050372848,-2.0557197119999913,409
2005bg,0.02303,0.02434,98.63171868199998,104.242120396,5.6104017140000195,-59
2005bl,0.023917,0.02596,102.4305173998,111.180174424,8.749657024200005,-280
2005bo,0.013896,0.01463,59.513085662399995,62.656623722,3.1435380596000044,119
2005W,0.008889,0.0079,38.069359416599994,33.83372026,-4.235639156599994,16
2006bh,0.010767,0.01028,46.1123627898,44.02666383199999,-2.0856989578000125,40
2006dd,0.005871,0.00616,25.1440217274,26.381736303999997,1.2377145765999984,-191
2006mr,0.005871,0.00616,25.1440217274,26.381736303999997,1.2377145765999984,-191
2006lu,0.0534,0.05346,228.69881795999999,228.955782924,0.25696496400001934,291
2007A,0.017646,0.01682,75.57339591239999,72.03584490800002,-3.5375510043999725,-104
2007as,0.017572,0.01802,75.2564724568,77.175144188,1.918671731200007,-31
2007hj,0.014113,0.01325,60.4424422822,56.746429549999995,-3.6960127322000034,-111
2007le,0.006721,0.0063,28.7843587174,26.981321219999998,-1.8030374974000019,-230
2008bc,0.015087,0.01546,64.61384019779999,66.21130572399998,1.597465526199997,79
2007nq,0.04521,0.04506,193.623100374,192.980687964,-0.6424124099999915,-283
2008ar,0.026173,0.02849,112.09240004619998,122.015530406,9.923130359800012,-343
2008bz,0.060148,0.06099,257.59881091119996,261.20488590599996,3.6060749947999966,89
2008C,0.016621,0.01737,71.18357777739999,74.39135707799998,3.207779300599995,-83
2007so,0.029831,0.02976,127.75869735139999,127.454622144,-0.3040752073999897,-199
2008bt,0.015341,0.01678,65.7016585454,71.864534932,6.162876386600004,-57
2008bi,0.013456,0.01465,57.62867592639999,62.74227871,5.113602783600008,-69
2008cd,0.007452,0.00738,31.9150485288,31.606690571999998,-0.3083579568000019,337
2008cf,0.04603,0.04682,197.134954882,200.51832690799998,3.3833720259999893,30
2007on,0.006248,0.00668,26.758618251199998,28.608765992,1.8501477408000007,-219
2007st,0.021181,0.02061,90.71291504139998,88.26746513399999,-2.44544990739999,13
2007ux,0.030699,0.03264,131.4761238306,139.788940416,8.312816585400014,-233
2008bd ,0.030104,0.03159,128.9278879376,135.29205354599998,6.364165608399986,-73
2008fu ,0.052016,0.0514,222.77149279039998,220.13331915999999,-2.63817363039999,15
2008gg,0.032025,0.03114,137.155049535,133.364816316,-3.7902332189999868,-19
2008go,0.062273,0.06137,266.6996533862,262.832330678,-3.8673227081999926,-60
2008ia,0.021942,0.02231,93.9720873348,95.548139114,1.5760517792000002,76
2008O,0.03893,0.03851,166.727434142,164.928679394,-1.7987547479999932,268
2008R,0.013296,0.01255,56.9434360224,53.74850497,-3.194931052400001,41
2008bq,0.034007,0.03372,145.6434588458,144.41430976799998,-1.229149077800031,222
2008cc,0.010304,0.00934,44.1294498176,40.000879395999995,-4.128570421600003,208
2009aa,0.027052,0.02819,115.8569367688,120.73070558599998,4.873768817199988,25
2008ff,0.019249,0.01923,82.43864320059998,82.357270962,-0.08137223859998244,-151
2008fl,0.01988,0.01979,85.14105807199999,84.75561062599998,-0.3854474460000148,-120
2008fp,0.005664,0.00618,24.257492601599996,26.467391292,2.209898690400003,34
2008fr,0.039,0.03828,167.02722659999998,163.943647032,-3.0835795679999762,-111
2009ab,0.011178,0.01046,47.8725727932,44.797558724000005,-3.0750140691999945,124
2008fw,0.008379,0.00787,35.88515722259999,33.705237778,-2.179919444599996,439
2008gl,0.0342,0.03342,146.47002948,143.12948494799997,-3.340544532000024,-86
2009ad,0.0284,0.02844,121.63008296,121.801392936,0.17130997600000342,-30
2008gp,0.0335,0.03381,143.4721049,144.799757214,1.3276523140000052,-258
2008hj,0.037613,0.03682,161.08705318219998,157.69083290799998,-3.3962202742000045,-112
2008hu,0.049698,0.05041,212.8440796812,215.893397254,3.049317572800021,55
2009ag,0.008686,0.00993,37.1999612884,42.527701541999996,5.327740253599998,-184
2008hv,0.012549,0.01375,53.744222220599994,58.887804249999995,5.143582029400001,-43
2009al,0.022069,0.02342,94.51599650859998,100.30199094799998,5.7859944394,-42
2009cz,0.021161,0.02191,90.6272600534,93.83503935399999,3.207779300599995,37
2009D,0.025097,0.02453,107.4841616918,105.055842782,-2.428318909799998,65
2009ds,0.01909,0.02019,81.75768604599999,86.468710386,4.711024340000009,40
2009F,0.012952,0.0129,55.470170228799994,55.24746726,-0.22270296879999307,4
2009I,0.026168,0.02565,112.07098629919999,109.85252210999998,-2.218464189200006,-62
2009le,0.018149,0.01784,77.72761886059999,76.404249296,-1.323369564599986,-132
2009P,0.025077,0.02636,107.39850670379998,112.89327418399999,5.494767480200011,-6
2009Y,0.009743,0.00996,41.726827404199994,42.656184024,0.9293566198000036,162
03D1ax,0.496919,0.49579,2128.1795490985996,2123.344325026,-4.835224072599431,-14
03D3ay,0.371296,0.37192,1590.1677212224,1592.8401568479999,2.6724356255999737,-20
03D3ba,0.290318,0.29094,1243.3592403092,1246.0231104359998,2.663870126799793,-24
2012cg,0.001444,0.00067,6.184290133599999,2.869442098,-3.3148480355999994,568
2007fb,0.018026,0.01733,77.20084068439999,74.22004710200001,-2.9807935823999827,-157
2011fe,0.000823,0.00015,3.5247027561999995,0.6424124099999999,-2.8822903461999996,321
2007fs,0.017375,0.01666,74.412770825,71.350605004,-3.0621658209999936,-98
2007kk,0.041022,0.04217,175.6869458868,180.60354219799999,4.9165963111999815,-467
2008dh,0.0368,0.03635,157.60517792,155.67794069,-1.9272372299999745,-202
2011by,0.002853,0.00402,12.2186840382,17.216652588000002,4.997968549800003,-182
2008eg,0.03365,0.0336,144.11451731,143.90037984,-0.21413746999999717,-266
2008ek,0.033984,0.03297,145.54495560959998,141.202247718,-4.342707891599986,379
2008eo,0.016435,0.01565,70.386986389,67.02502811,-3.3619582790000067,-78
2008eq,0.056804,0.05728,243.27729691759998,245.315885632,2.0385887144000208,-136
2008fk,0.072,0.07145,308.35795679999995,306.00244462999996,-2.3555121699999972,-79
2008hs,0.017369,0.01672,74.3870743286,71.60756996799999,-2.7795043606000007,-21
2008Y,0.069649,0.07056,298.28921296059997,302.19079766399994,3.901584703399976,-79
2009an,0.009221,0.01061,39.4912322174,45.439971134,5.9487389166,-311
2009ee,0.035488,0.03784,151.98621070719997,162.059237296,10.073026588800019,-404
2009eu,0.029831,0.02893,127.75869735139999,123.89994014199999,-3.8587572093999967,287
2009fv,0.029337,0.02778,125.64301914779999,118.97477833199999,-6.668240815800004,473
2009hn,0.021996,0.02128,94.2033558024,91.136907232,-3.0664485703999986,-25
2009hp,0.021005,0.0199,89.95915114699999,85.22671306,-4.732438086999991,120
2009ig,0.00877,0.00815,37.559712237999996,34.90440760999999,-2.655304628000003,-43
2009kq,0.011691,0.01259,50.069623235399995,53.919814945999995,3.8501917106000008,-35
2010ao,0.023197,0.02364,99.34693783179999,101.244195816,1.8972579842000101,156
2010hs,0.076,0.07561,325.48895439999995,323.81868213399997,-1.6702722659999836,-129
2010ii,0.026909,0.02685,115.24450360459998,114.99182138999998,-0.25268221460000007,-304
2010ju,0.015235,0.01523,65.247687109,65.226273362,-0.021413746999996874,34
2011bd,0.028246,0.028,120.9705395524,119.91698319999999,-1.0535563524000082,3
2011df,0.014547,0.01493,62.30115552179999,63.941448541999996,1.640293020200005,-269
2011dl,0.034107,0.03403,146.07173378579998,145.74196208199996,-0.3297717038000201,84
2011dz,0.02462,0.0241,105.44129022799999,103.21426054,-2.2270296879999876,211
2011ek,0.005037,0.00486,21.572208727799996,20.814162084,-0.7580466437999966,-191
2011fs,0.021101,0.02138,90.3702950894,91.565182172,1.1948870825999904,-399
2011M,0.017439,0.01854,74.68686678659999,79.402173876,4.715307089400014,-371
2012E,0.020381,0.01954,87.2867155214,83.68492327599999,-3.6017922454000058,9
2012gl,0.00931,0.01071,39.872396914,45.868246074000005,5.995849160000006,-79
2013bs,0.027612,0.02708,118.2552764328,115.97685375199998,-2.27842268080002,117
2013dr,0.016835,0.0169,72.10008614899999,72.37846485999998,0.2783787109999878,-61
2013dy,0.003939,0.00432,16.869749886599998,18.501477408,1.631727521400002,-413
2013ex,0.010463,0.01086,44.8104069722,46.510658484,1.7002515117999977,-75
2013fa,0.015302,0.01473,65.5346313188,63.08489866199999,-2.449732656800002,-127
2013fw,0.016952,0.01672,72.60116782879999,71.60756996799999,-0.9935978607999942,-253
2013gh,0.008813,0.00838,37.74387046219999,35.889439972,-1.854430490199995,-190
2013gq,0.013494,0.01422,57.7914204036,60.900696468,3.1092760643999995,12
2013gy,0.014023,0.01363,60.0569948362,58.373874322,-1.6831205141999988,-20
2014ai,0.022484,0.02328,96.2933375096,99.70240603199998,3.4090685223999913,10
2014ao,0.014747,0.01604,63.157705401799994,68.69530037599999,5.5375949741999975,-96
2014bj,0.043,0.04258,184.15822419999998,182.35946945199998,-1.7987547479999932,-53
2014J,0.000844,0.00138,3.6146404936,5.910194172,2.2955536783999997,-83
2015N,0.012499,0.01197,53.5300847506,51.26451031799999,-2.2655744326000047,-121
2017dws,0.082,0.08237,351.1854508,352.770068078,1.584617277999996,27
2017erp,0.006261,0.00659,26.8142939934,28.223318545999998,1.4090245525999983,94
2017fgc,0.007722,0.00713,33.071390866799995,30.536003221999998,-2.5353876447999966,-138
2017hbi,0.04,0.0409,171.30997599999998,175.16445045999998,3.854474460000006,-478
2018aoz,0.006028,0.00563,25.8164133832,24.111879121999998,-1.7045342612000027,457
2018dem,0.059768,0.0588,255.9713661392,251.82566472,-4.145701419200009,-43
2018gv,0.005374,0.00647,23.0154952756,27.709388618,4.693893342399999,-70
010010,0.0984,0.0995,421.42254096,426.1335653,4.7110243399999945,49
010026,0.031226,0.03236,133.73313276439998,138.58977058399998,4.856637819599996,-179
010454,0.080817,0.08168,346.11895825979997,349.814970992,3.6960127322000176,-80
080064,0.066129,0.06545,283.21393507259995,280.30594822999996,-2.907986842599996,73
2017cbv,0.004113,0.0033,17.6149482822,14.13307302,-3.481875262200001,441
1972E,0.001368,0.00058,5.8588011792,2.483994652,-3.3748065272000005,509
1980N,0.005871,0.00616,25.1440217274,26.381736303999997,1.2377145765999984,-191
130308,0.081773,0.08245,350.2132666862,353.11268802999996,2.899421343799986,-67
140181,0.101544,0.10246,434.8875050735999,438.81050352399996,3.92299845040003,-41
160046,0.106645,0.10698,456.733809763,458.168530812,1.4347210489999611,-68
160099,0.101018,0.10165,432.63477888919994,435.34147651,2.706697620800071,-61
300105,0.093144,0.09205,398.9124101136,394.22708227000004,-4.685327843599964,-66
330075,0.056847,0.05852,243.4614551418,250.626494888,7.165039746199994,-288
360156,0.045507,0.04656,194.89507694579999,199.40481206399997,4.509735118199984,47
370356,0.025244,0.02642,108.11372585359999,113.15023914799998,5.036513294399995,-134
420100,0.097621,0.09653,418.08627917739994,413.41379958199997,-4.672479595399977,-56
480058,0.0326,0.03424,139.61763043999997,146.64133945599997,7.023709015999998,-267
490007,0.054394,0.05541,232.95587086359998,237.307144254,4.351273390400024,-81
1981B,0.006011,0.00683,25.743606643399996,29.251178401999997,3.507571758600001,98
500038,0.106815,0.10794,457.46187716099996,462.27997023599994,4.818093074999979,43
1981D,0.005871,0.00616,25.1440217274,26.381736303999997,1.2377145765999984,-191
520001,0.067291,0.06819,288.1904898754,292.040681586,3.850191710600029,-90
530061,0.089011,0.08793,381.2118068434,376.58215474199994,-4.6296521014000405,-57
1986G,0.001855,0.00101,7.9445001369999995,4.325576893999999,-3.6189232430000002,509
530086,0.052003,0.05052,222.7158170482,216.364499688,-6.3513173601999995,67
1989B,0.002405,0.00207,10.300012307,8.865291258,-1.4347210490000002,448
1990af,0.050575,0.04934,216.600050905,211.310855396,-5.289195508999995,238
1990N,0.003395,0.00343,14.539934212999999,14.689830442,0.1498962290000012,309
590194,0.089513,0.09039,383.36174704219997,387.11771826599994,3.7559712237999747,-66
1990O,0.030665,0.03057,131.330510351,130.923649158,-0.40686119299999746,9
1990T,0.040485,0.0394,173.387109459,168.74032635999998,-4.646783099000004,213
1990Y,0.039034,0.03858,167.17284007959998,165.22847185199998,-1.9443682275999947,33
1991ag,0.014224,0.01301,60.9178274656,55.718569694,-5.199257771599996,257
1991bg,0.003536,0.00361,15.1438018784,15.460725333999997,0.3169234555999978,309
1991M,0.007261,0.00821,31.0970433934,35.161372574,4.064329180599998,-186
1991S,0.05443,0.05597,233.11004984199997,239.70548391799997,6.595434076000004,-119
1991T,0.00579,0.00665,24.797119025999997,28.480283509999996,3.683164483999999,85
